Dyad,AENP,GNP,MNP,WPP,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012
273,0.3476,,0.0948,0,0.4369,0.0406,,0.3925,0.3464,0,,0.0749,0,0,,0
274,0,,0.0884,0,0.0092,1,,0.2284,0,0.0546,,0,0.0433,0,,0
275,0.0786,,0,0,0.0617,0.0886,,0.0581,0.1355,0.0422,,0.1237,0.3191,0,,0
276,0.3665,,0,0,0.2379,0.0091,,0.0279,0.176,0.0506,,0.0165,0,0,,0
277,0,,0.0612,0.0454,0,0.0496,,0,0,0,,0.2535,0,0.124,,0.5
278,0.5,,0.0332,0,0,0.0501,,0.0339,0.5011,0.0377,,0.024,0,0.1331,,0.0623
279,0.0363,,0,0,0.1034,0.0381,,0,0,0.0043,,0,0,0,,0.0328
280,0.2407,,0.1382,0.0833,0,0,,0.0814,0,0.0264,,0,0,0.0475,,0.102
281,0,,0.0224,0,0,0.0045,,0.5022,0.0339,0,,0.0358,0,0.5513,,0
282,0,,0,0,0.1568,0.0147,,0,0.0547,0.0043,,0,0,0.6716,,0.0166
283,0.5,,0,0,0,0.1177,,0.1257,0,0,,0.1556,0.0085,0,,0.0373
284,0.1307,,0,0.3095,0,0,,0,0.3922,0,,0,0,0.0644,,0
285,0,,0.0917,0,0,0,,0.0499,0.0106,0.0522,,0.189,0,0,,0
286,0.1652,,0.0905,0,0,0,,0,0.3046,0.0362,,0.0793,0.5,0,,0
287,0.0501,,0,0,0.0517,0.0272,,0.0358,0,0.2411,,0,0,0,,0
288,0.0393,,0,0.4734,0.2535,0.048,,0,0,0,,0.1063,0.3088,0.565,,0
289,0,,0.0422,0,0.068,0,,0,0,0.2047,,0.2941,0,0,,0
290,0,,0,0.1156,0.1011,0.1204,,0,0,0.1299,,0,0,0,,0
291,0,,0.0936,0.0781,0,0,,0,0,0.086,,0,0.1105,0,,0.0736
292,0.0603,,0,0,0,0,,0.5,0.0091,0,,0,0.3988,0.5546,,0
293,0,,0,0,0,0.2996,,0.0513,0,0,,0.5,0,0,,0
294,0,,0,0,0.076,0.0168,,0,0.1275,0.1375,,0,0,0,,0.0619
295,0,,0,0.0636,0,0,,0.2137,0,0,,0.5,0,0.5,,0
296,0.2121,,0.0659,0,0,0.0564,,0,0,0.2725,,0.057,0.0017,0,,0
297,0,,0,0.1085,0.3021,0.104,,0.4679,0.2436,0.1793,,0,0,0,,0.0447
298,0.1232,,0,0,0,0.0691,,0.3836,0,0,,0.0324,0.1448,0,,0
299,0,,0.1692,0,0,0.1339,,0.2651,0,0,,0.0757,0.2291,0.1722,,0
300,0,,0,0,0.3437,0.0344,,0.1811,0.4255,0,,0,0.3205,0,,0.0789
301,0,,0,0.037,0.3929,0,,0.1749,0,0,,0,0.2772,0.5238,,0
302,0,,0.1949,0,0,0,,0.0991,0,0,,0,0.0575,0,,0
303,0.1487,,0.0584,0,0.4869,0,,0.1957,0,0,,0,0,0,,0
304,0.5,,0,0,0,0.0322,,0,0,0.0751,,0,0.5,0,,0
305,0,,0,0,0.0388,0.0786,,0.1735,0,0,,0.2834,0,0,,0.5
306,0,,0.0311,0,0,0,,0.2662,0.5,0,,0,0,0,,0
307,0.1673,,0,0.0214,0,0.0894,,0,0.1008,0,,0.0131,0,0,,0
308,0.0342,,0,0.0444,0,0,,0.0343,0,0.0703,,0,0.5081,0.0961,,0.0759
309,0.4652,,0.0358,0.0269,0,0.0916,,0,0,0.1168,,0,0,0.0938,,0.0614
310,0.0356,,0,0,0,0.1256,,0.0499,0,0.0866,,0,0,0,,0
311,0.5,,0.2216,0,0.055,0.0433,,0.0495,0.1316,0,,0.5,0.2965,0,,0
312,0,,0.0386,0.101,0,0.1982,,0,0,0,,0,0.5228,0,,0.0228
313,0.0272,,0.164,0,0,0,,0,0.0499,0,,0.3978,0.173,0,,0
314,0,,0,0.0096,0,0,,0,0.0835,0,,0.2627,0.0371,0,,0
315,0,,0,0,0.1499,0,,0.2017,0,0.0931,,0.0234,0,0.0194,,0.1628
316,0.1643,,0.0179,0,0,0.1259,,0.2243,0,0.1028,,0,0.0175,0,,0.0285
317,0,,0,0.5,0.4062,0.2266,,0,0.5,0.1556,,0.0168,0,0.5,,0
318,0.0877,,0.0333,0.0623,0,0.1406,,0.2482,0,0,,0.0042,0,0,,0.0848
319,0.4122,,0.0743,0,0,0,,0.2667,0.0715,0.1151,,0,0,0,,0
320,0,,0,0.0997,0,0.5,,0,0.0835,0,,0,0,0,,0.1096
321,0.3538,,0,0,0,0.5,,0.097,0.0372,0.064,,0.0428,0,0,,0
322,0.1178,,0,0,0,0.1059,,0.1927,0,0.108,,0.0182,0,0,,0
323,0,,0,0.0437,0,0.1406,,0.0057,0,0,,0,0,0,,0
324,0.1613,,0,0.4143,0,0.0399,,0.5,0,0.0913,,0,0.5,0.0697,,0.0258
325,0,,0,0.2172,0,0.0407,,0.0433,0,0.0548,,0.1007,0.1502,0,,0
326,0,,0,0.0485,0,0.3831,,0.5,0.5,0,,0,0.5,0.0501,,0
327,0.0168,,0.0126,0,0.0463,0,,0.2413,0,0.0009,,0.0155,0,0,,0
328,0.4685,,0,0.047,0,0,,0,0,0,,0,0.1675,0,,0
329,0.0162,,0,0.0261,0,0.0889,,0,0,0.0487,,0.0405,0,0,,0
330,0,,0,0.123,0,0.3647,,0,0,0.1424,,0,0,0,,0
331,0.4673,,0,0.3183,0,0,,0,0,0,,0,0.02,0,,0
332,0.3537,,0.0712,0.0811,0.1428,0.2091,,0,0,0,,0,0.031,0,,0
333,0,,0,0.3689,0.0206,0,,0,0,0,,0.0758,0.0274,0,,0
334,0,,0,0,0.2483,0,,0,0.0276,0,,0.0687,0,0.1441,,0
335,0,,0,0.0747,0.0037,0.1813,,0,0,0.0108,,0,0,0.0428,,0
336,0.031,,0.027,0.0718,0.096,0,,0,0.0512,0.0621,,0,0,0.0521,,0.5
337,0.0275,,0,0.0211,0,0.0472,,0.0099,0.0491,0,,0,0,0.4471,,0
338,0,,0.2915,0.1515,0.0206,0,,0,0.0793,0.0286,,0.2539,0,0.4169,,0
339,0,,0,0,0,0.5,,0,0,0,,0.0393,0,0,,0
340,0,,0.1573,0,0,0.1032,,0,0.0132,0,,0.3688,0,0.2725,,0
341,0.304,,0,0,0.2619,0.0774,,0,0,0,,0.1253,0.043,0.5,,0.0382
342,0,,0,0.0771,0,0,,0.0621,0,0,,0,0,0.0902,,0
343,0,,0.266,0.0622,0,0.098,,0,0,0,,0,0,0,,0
344,0,,0,0,0,0.0099,,0,0,0,,0,0,0.0624,,0
345,0.474,,0.0854,0,0,0.3038,,0.1311,0.5035,0,,0.0555,0,0,,0.1095
346,0,,0,0,0.029,0.0596,,0,0,0,,0,0.0144,0,,0
347,0.0738,,0,0.0484,0.0806,0,,0,0,0,,0.0314,0,0,,0
348,0.3274,,0.02,0,0.0465,0,,0,0.0728,0,,0,0.5,0.0242,,0
349,0,,0.6308,0,0,0,,0,0,0,,0.0234,0,0.2955,,0.5271
350,0.1616,,0.1644,0.1167,0.0189,0,,0,0,0,,0,0,0,,0.1154
351,0.1776,,0.1911,0,0,0,,0,0.076,0,,0.0548,0,0,,0
352,0,,0,0.1414,0,0,,0,0.057,0,,0,0,0.0774,,0.2127
353,0.0316,,0,0,0,0,,0.5,0,0,,0,0,0,,0
354,0,,0.0761,0.0328,0.1625,0.2848,,0.1653,0.501,0,,0.5706,0.0435,0.3091,,0
355,0,,0.1853,0.0324,0,0.0532,,0,0.3059,0,,0.1503,0.1548,0,,0.4999
356,0,,0,0.0134,0,0,,0,0,0.0073,,0.5302,0,0.0933,,0.1821
357,0,,0.058,0,0,0.202,,0,0,0,,0.1958,0,0,,0.0621
358,0.1731,,0,0,0,0.1745,,0.2585,0.0777,0.117,,0.1396,0,0.5,,0.2625
359,0,,0.1037,0.022,0,0,,0,0,0,,0,0,0,,0
360,0,,0,0.1132,0,0,,0,0.049,0,,0.2019,0.0707,0,,0.0259
361,0.0208,,0,0,0,0.0123,,0,0.052,0,,0.0264,0,0,,0
362,0.0908,,0.0249,0.0485,0,0,,0.005,0.0428,0.0418,,0,0,0,,0
363,0.2092,,0,0.047,0.435,0,,0.4669,0,0,,0,0.1913,0.0447,,0
364,0,,0.0036,0.1899,0,0.0011,,0.0949,0.1014,0,,0.0264,0,0,,0
365,0.1226,,0,0,0,0,,0,0.1477,0,,0,0.0208,0,,0
366,0.0194,,0.1192,0,0,0,,0.1115,0.0624,0.0683,,0,0,0.2279,,0.5
367,0.0266,,0.5,0,0,0,,0.0907,0,0,,0,0,0,,0.0826
368,0.0854,,0.1156,0,0,0,,0.1699,1,0.1047,,0,0,0,,0
369,0.0297,,0.0133,0.086,0.2152,0.0807,,0.0324,0,0,,0,0,0,,0
370,0,,0,0.0491,0.0175,0,,0.1461,0.0852,0.1917,,0,0.1419,0,,0
371,0,,0.0522,0.2218,0,0.1273,,0,0,0.0439,,0,0.5,0,,0.083
372,0.0154,,0,0,0,0.0692,,0.5693,0,0.0977,,0.0606,0,0,,0
373,0,,0,0.0707,0.0539,0,,0.0935,0,0.5472,,0.0262,0,0,,0
374,0.2267,,0,0,0.0248,0,,0.0349,0,0.029,,0,0,0,,0
375,0.5,,0.1446,0.1614,0.5,0,,0.2269,0,0.0415,,0,0,0,,0.0976
376,0,,0,0,0.0575,0.0376,,0.0701,0,0,,0,0,0,,0
377,0.3436,,0.1361,0,0.0043,0,,0,0,0,,0.0205,0.1333,0,,0
378,0,,0.2384,0,0.1018,0.0151,,0.0069,0,0,,0,0,0,,0
379,0.2056,,0.2036,0.0805,0,0,,0,0,0,,0,0,0,,0
380,0,,0,0.347,0.0144,0,,0.2245,0,0,,0,0,0,,0
381,0,,0,0,0.3319,0.0999,,0,0,0.0406,,0.0833,0,0,,0.1019
382,0,,0.1481,0,0,0,,0,0.5,0.0395,,0,0,0,,0.1726
383,0.0099,,0,0,0.5,0,,0.4687,0,0,,0,0,0,,0
384,0.2798,,0,0,0,0,,0.5064,0,0,,0,0,0,,0.0931
385,0.0657,,0.1473,0.1173,0,0.1014,,0.2076,0.0821,0.0129,,0,0.0783,0.0203,,0
386,0,,0,0,0,0.3091,,0.0198,0,0,,0,0,0.2139,,0.5
387,0.1047,,0,0,0.098,0,,0,0,0.1509,,0,0,0.0346,,0
388,0,,0.1792,0,0.01,0.0389,,0,0,0,,0,0,0.0578,,0
389,0.1125,,0,0.1051,0,0.052,,0,0,0,,0,0,0.0593,,0.0263
390,0.2513,,0,0,0.0898,0,,0.0137,0,0,,0.0089,0,0.3467,,0
391,0,,0.0359,0,0.0576,0.2809,,0,0,0,,0,0,0,,0
392,0,,0,0,0.0412,0.0767,,0.0603,0,0.0161,,0,0,0,,0
393,0,,0,0,0,0.1744,,0.0703,0,0.0357,,0,0.257,0.2873,,0.0685
394,0,,0,0,0,0,,0.0281,0,0,,0.0565,0.1396,0,,0.067
395,0,,0,0.0679,0.5,0.5,,0,0,0,,0,0.5,0.2418,,0
396,0,,0,0,0,0,,0.0943,0,0,,0,0.6541,0,,0
397,0.1802,,0.1315,0,0,0.3533,,0.0667,0.0094,0,,0.023,0.0564,0.1921,,0
398,0.0692,,0.0313,0,0,0.1362,,0.1557,0.0008,0,,0.5,0.3184,0.0349,,0
399,0,,0.5,0,0,0.5,,0.071,0.1307,0.0335,,0.0788,0,0.0031,,0.2085
400,0,,0,0,0.3196,0.2689,,0.2416,0,0,,0.0109,0,0,,0
401,0.0659,,0.0436,0.0112,0.3549,0,,0,0,0,,0.0848,0,0,,0
402,0.0928,,0.1054,0.1892,0.6896,0.0935,,0.1058,0.0045,0.0454,,0,0.0524,0.0151,,0
403,0.1106,,0,0,0,0.0652,,0,0,0,,0,0.1951,0.0478,,0
404,0.1066,,0.4437,0.0924,0,0.233,,0.0029,0.0046,0.0161,,0.2609,0.0519,0,,0.0154
405,0.0782,,0,0.0695,0,0,,0,0,0,,0.1081,0.2478,0,,0
406,0.4505,,0,0,0.5049,0.3543,,0.0397,0,0.0433,,0.0109,0.5499,0,,0
407,0.2681,,0,0,0.0395,0.4796,,0.0807,0.0707,0,,0,0.1949,0.0753,,0.4294
408,0,,0.1516,0,0.0436,0,,0,0.0578,0,,0,0,0.0619,,0
409,0.0373,,0.0377,0,0.0687,0.339,,0.2219,0.0147,0,,0.0829,0.0413,0,,0
410,0,,0,0.0131,0.1109,0.4902,,0.1398,0,0,,0,0.0689,0,,0
411,0.0596,,0.2615,0.2454,0.0867,0.5,,0.0522,0.0238,0,,0.0297,0.0103,0,,0
412,0,,0,0,0,0.3081,,0,1,0,,0.0017,0.0274,0,,0.0815
413,0.5,,0,0,0.0375,0.5,,0,0,0,,0,0,0,,0
414,0.2218,,0,0.006,0,0.1364,,0,0.0181,0,,0,0,0.0522,,0
415,0,,0.0833,0.0312,0.1154,0.183,,0,0,0,,0,0,0,,0
416,0.027,,0,0.0526,0.0714,0.3514,,0.0993,0.058,0.2184,,0,0,0,,0.0578
417,0.1844,,0.0473,0.0192,0.4243,0.2772,,0.2679,0,0.0225,,0.0427,0,0,,0
418,0,,0,0,0.0369,0.5415,,0.4571,0.0143,0,,0,0.0737,0,,0
419,0,,0,0,0.3847,0,,0.0163,0,0.0007,,0,0.0151,0,,0
420,0.0742,,0,0.1883,0,0,,0,0,0,,0,0.1638,0,,0
421,0,,0.0607,0.3507,0,0.3638,,0,0,0,,0,0,0.0322,,0
422,0.4137,,0,0.0376,0.0443,0.2637,,0,0.3049,0.0517,,0,0,0,,0.4578
423,0.1802,,0.0352,0,0.0011,0,,0,0.146,0,,0.074,0.1616,0,,0.0578
424,0.4296,,0.0646,0,0.144,0.0702,,0,0,0.1206,,0.3015,0.0601,0.0338,,0.0636
425,0.1666,,0,0,0.4176,0.0756,,0,0.0493,0.0108,,0,0,0,,0.0218
426,0.0139,,0.0666,0.209,0.0625,0.5014,,0,0,0.0496,,0.3282,0.0303,0.1071,,0
427,0.0412,,0.0129,0,0,0.359,,0,0,0,,0.0554,0,0,,0
428,0.3828,,0,0.0823,0,0,,0.4099,0.4886,0.04,,0,0.0581,0,,0.1607
429,0,,0,0,0.5,0.0433,,0,0.0287,0.1662,,0.4372,0,0.0655,,0
430,0.0412,,0,0,0.0978,0.2112,,0,0.0847,0.0991,,0.3936,0,0,,0
431,0.4518,,0,0.1228,0,0.3395,,0,0.3471,0.5,,0.416,0.0109,0,,0
432,0,,0,0,0.0494,0.6159,,0.2054,0.0692,0.5353,,0.042,0,0,,0
433,0,,0,0.0099,0,0.235,,0,0,0,,0,0,0,,0.5199
434,0.0304,,0,0,0,0.2299,,0.1659,0,0,,0.1005,0.2558,0,,0
435,0,,0,0,0,0,,0,0,0.0702,,0.081,0,0,,0
436,0,,0.0325,0.1743,0,0,,0.3308,0.0729,0,,0,0,0,,0.1124
437,0,,0,0.0786,0.2965,0.0537,,0.1995,0,0.0556,,0.0213,0,0.0909,,0
438,0.158,,0,0,0.1659,0.2534,,0.0227,0,0.0296,,0,0,0.2192,,0
439,0,,0,0.1272,0,0,,0.1077,0.0893,0.0127,,0.2543,0,0,,0.071
440,0.1162,,0,0.0715,0,0,,0.083,0,0,,0,0,0,,0
441,0,,0,0,0,0,,0.1249,0.5,0.0452,,0.0866,0,0,,0
442,0.0879,,0,0.0726,0,0.0399,,0.3605,0.0004,0,,0.0619,0.35,0.5,,0
443,0.3252,,0,0.0415,0,0.098,,0.0755,0.5,0,,0,0,0,,0.1657
444,0,,0,0.2943,0.1788,0,,0.0853,0.0672,0,,0.1284,0.3274,0.3958,,0
445,0,,0.2213,0.0475,0,0.1393,,0.2375,0,0,,0,0,0.2571,,0
446,0,,0,0.0312,0,0.0353,,0,0,0,,0,0,0.0564,,0
447,0.2162,,0,0.0786,0.029,0,,0.3491,0,0.0688,,0,0,0.1724,,0.0346
448,0,,0,0,0.5,0,,0,0.0387,0,,0,0.0335,0.115,,0
449,0,,0,0,0,0.5674,,0,0.1099,0,,0.0788,0.215,0,,0.0172
450,0.2823,,0,0.0153,0.0711,0.0622,,0,0,0,,0,0,0,,0.0511
451,0.0396,,0.4126,0.0326,0,0.2365,,0.2496,0,0.2223,,0,0,0,,0.0129
452,0.0418,,0.1173,0,0.0176,0.1889,,0,0,0,,0,0,0.2145,,0
453,0,,0.5,0,0.2723,0.5,,0,0.493,0.0423,,0,0,0,,0.0482
454,0.1015,,0,0.0466,0,0,,0.0309,0.0363,0,,0,0.2935,0,,0
455,0.0211,,0,0,0.2613,0,,0,0,0,,0,0,0,,0
456,0,,0,0.0069,0,0.1633,,0.0499,0,0,,0,0,0.0577,,0.0969
457,0,,0,0.2301,0.3404,0.4233,,0,0,0.039,,0,0.5148,0,,0.0025
458,0.1669,,0,0,0,0,,0.4618,0,0,,0,0,0,,0
459,0,,0.1111,0,0.0629,0.0757,,0,0.0256,0.045,,0.5,0.16,0,,0
460,0,,0.0429,0.1102,0.0036,0.0268,,0,0,0,,0,0,0,,0
461,0,,0.0146,0,0.194,0,,0.186,0.1666,0,,0,0.0435,0,,0.1658
462,0,,0.0604,0.0382,0,0.4576,,0,0,0,,0,0,0,,0.1398
463,0.2688,,0,0,0,0,,0.067,0,0,,0,0.0941,0.0567,,0
464,0,,0.2501,0.0709,0,0.1879,,0.022,0,0,,0,0.3158,0,,0
465,0,,0,0,0,0.0765,,0.0499,0,0.045,,0.0216,0.0354,0,,0
466,0,,0.2087,0.09,0.0722,0.1135,,0,0,0.0297,,0,0,0,,0
467,0,,0,0,0,0,,0.0529,0.5,0,,0.3336,0,0,,0.0029
468,0.0594,,0.136,0.0388,0.0444,0,,0,0,0.045,,0,0.0912,0.3152,,0
469,0.3842,,0,0,0,0.107,,0.3464,0.1145,0,,0,0,0,,0
470,0.1776,,0,0.0604,0.0754,0.2135,,0,0.1746,0.1309,,0.1231,0,0.0045,,0
471,0.0414,,0,0,0,0,,0.4445,0,0,,0.3849,0.019,0.1325,,0
472,0,,0,0.0746,0.0459,0,,0,0.0884,0.1076,,0,0,0.044,,0
473,0.1061,,0,0,0.0745,0.0702,,0.168,0,0,,0.098,0,0,,0.0005
474,0,,0.045,0,0,0.1744,,0,0.1735,0,,0,0.173,0,,0
475,0,,0,0,0,0.0693,,0,0.4307,0,,0.5,0.1231,0.3049,,0
476,0.0245,,0.1974,0,0.0474,0.1656,,0.2433,0,0,,0,0,0,,0
477,0,,0.1614,0,0.0785,0.5,,0,0,0.0293,,0.5062,0,0,,0.0305
478,0,,0,0.1033,0.2353,0.1674,,0,0.0145,0,,0.0172,0,0.0626,,0.0441
479,0,,0.1338,0,0,0,,0,0.1796,0,,0.0287,0,0,,0.0379
480,0.0096,,0,0.0743,0.5,0,,0,0,0.1738,,0,0,0.145,,0.0482
481,0.2252,,0.163,0,0,0.2883,,0,0.0904,0,,0.2139,0.0897,0,,0.0232
482,0.2544,,0,0.1635,0,0.2291,,0.116,0,0,,0.0154,0.1798,0.0729,,0
483,0,,0.0722,0,0,0,,0,0.0316,0,,0,0.2596,0,,0.4489
484,0.1023,,0,0,0.1582,0,,0.0718,0,0,,0,0,0.0092,,0
485,0.1168,,0.1414,0,0,0.2365,,0,0,0,,0.2772,0,0,,0
486,0,,0,0,0.03,0.5668,,0.3418,0.115,0,,0.0109,0,0,,0
487,0,,0,0,0,0,,0,0,0,,0.0676,0,0.1636,,0
488,0.0294,,0.0751,0,0.045,0,,0.0692,0.5,0,,0.0109,0,0,,0
489,0.2426,,0,0.1722,0,0,,0.3169,0.11,0,,0.0193,0,0,,0
490,0,,0,0.1499,0,0.0363,,0,0.0921,0,,0,0,0,,0
491,0,,0,0,0.1314,0,,0.036,0.0652,0.0423,,0,0,0.4877,,0.1179
492,0,,0.034,0,0.2978,0.1144,,0.0949,0,0,,0,0.2189,0,,0
493,0,,0.4027,0,0,0.487,,0,0,0.1889,,0.0109,0.0726,0.0418,,0.1052
494,0,,0,0,0,0,,0.0731,0,0.0631,,0.0357,0.0789,0,,0
495,0.0605,,0.0238,0.0795,0,0,,0.0144,0,0,,0,0,0,,0.0375
496,0,,0.053,0.1344,0,0,,0.1238,0.056,0.2893,,0.1655,0.055,0,,0.3738
497,0.4516,,0,0.0893,0.1384,0.0613,,0.1013,0,0.1689,,0.2077,0,0.4282,,0.3336
498,0,,0.0771,0,0,0.3913,,0.0843,0,0,,0,0.0847,0,,0
499,0.0382,,0,0,0.0032,0.0062,,0.022,0.0417,0,,0.1185,0,0,,0.2459
500,0.0495,,0.2171,0,0,0,,0.022,0.3306,0,,0.0809,0,0,,0
501,0,,0.151,0,0.0647,0.023,,0,0,0,,0.084,0,0.0915,,0.0028
502,0,,0,0,0.0606,0.3006,,0.2953,0.0063,0,,0.0098,0,0,,0.1772
503,0,,0,0,0.0408,0,,0,0,0,,0.023,0.1679,0,,0.0337
504,0,,0,0.0256,0,0,,0,0,0.1666,,0.0443,0.0123,0.5,,0
505,0.0677,,0,0.1986,0.2638,0,,0,0,0,,0,0,0,,0.333
506,0,,0,0.2803,0.089,0,,0.0903,0,0,,0,0.0601,0.0418,,0
507,0,,0,0,0.0628,0.0643,,0,0,0,,0,0.0063,0,,0
508,0,,0.1775,0,0.2505,0.1278,,0.0963,0,0,,0.0428,0,0,,0
509,0.124,,0,0,0,0,,0,0.0459,0,,0,0,0,,0
510,0.5,,0.2187,0,0,0,,0,0.5,0.2522,,0.1575,0.1558,0.5002,,0.2215
511,0,,0,0.1556,0,0.0748,,0,0,0.1105,,0,0,0,,0
512,0.1113,,0.2257,0,0,0.3955,,0,0,0.1341,,0.0347,0,0,,0
513,0.0603,,0,0.0841,0,0,,0.0195,0,0.0267,,0.1816,0,0,,0.1297
514,0,,0.0321,0.0977,0.1214,0.0669,,0.106,0.0611,0.0666,,0.0239,0.0013,0.1428,,0.2855
515,0,,0,0,0,0.2755,,0,0,0.1397,,0.1019,0.0209,0,,0.0059
516,0.061,,0.0287,0.0499,0,0,,0,0.4303,0,,0.0529,0.0321,0,,0.0283
517,0,,0,0,0.03,0.3418,,0.0877,0,0,,0.0314,0,0.5,,0
518,0.477,,0,0.0257,0,0.207,,0.1659,0.114,0,,0.0026,0.0941,0,,0
519,0,,0.1791,0,0.1634,0,,0,0.5,0,,0,0.0749,0.1038,,0.2186
520,0.1045,,0,0,0.0991,0,,0,0,0.0158,,0.0643,0.1941,0.2097,,0
521,0.3261,,0,0.44,0.0762,0.5,,0,0.4243,0.1195,,0.1119,0,0,,0.1837
522,0,,0,0.0743,0.0436,0,,0,0.063,0,,0.2441,0,0.0033,,0.0561
523,0,,0,0.47,0.0097,0,,0,0,0.2004,,0,0,0.0334,,0
524,0,,0,0.1192,0,0.0469,,0.0081,0.4523,0,,0,0.0123,0,,0
525,0.0613,,0.194,0.5,0.0525,0,,0.264,0.3253,0.2162,,0,0,0.0359,,0.0207
526,0,,0.0351,0.12,0,0,,0.0054,0,0,,0.2452,0.0067,0.0519,,0.0358
527,0.0016,,0,0,0,0.3325,,0,0,0.1387,,0,0,0,,0.2121
528,0.4475,,0.2164,0.1707,0.0512,0.0773,,0,0,0.5,,0.1938,0,0,,0.5
529,0.1315,,0.1633,0,0.0196,0.2118,,0,0,0.3011,,0.1725,0,0,,0
530,0,,0,0,0,0,,0.0344,0,0.163,,0.7348,0.0033,0.4083,,0.2506
531,0.4111,,0,0.1826,0,0.1941,,0,0.0682,0,,0.0854,0,0.1705,,0.0059
532,0,,0,0,0,0.1194,,0,0.0862,0,,0.2386,0.0408,0.1408,,0
533,0,,0,0.1563,0,0,,0,0,0,,0.038,0,0.0243,,0
534,0,,0,0,0.1902,0.1011,,0,0.2275,0,,0.0208,0.0552,0.0599,,0
535,0.0157,,0.0335,0,0.0841,0,,0.0361,0,0,,0.0109,0,0,,0.0584
536,0,,0.1528,0.1208,0,0.2663,,0,0.1225,0,,0,0.0313,0.0359,,0.1561
537,0,,0.009,0.1011,0.1829,0,,0,0,0,,0,0,0.0068,,0.5
538,0.1615,,0.1378,0.1836,0,0,,0,0.0076,0,,0.0109,0,0.1047,,0.3282
539,0,,0,0.0839,0,0.1931,,0,0.0824,0,,0,0,0.4725,,0
540,0,,0,0,0.0288,0,,0,0,0,,0,0,0,,0
541,0,,0,0,0,0.3269,,0.0207,0.0354,0,,0,0.0488,0.0511,,0
542,0.0818,,0.0995,0.0457,0.32,0,,0,0.2708,0.0042,,0,0,0.1605,,0.1657
543,0.0881,,0,0,0.5,0,,0.0896,0.0665,0.0974,,0,0,0,,0.5
544,0,,0,0.0002,0,0.1421,,0.0979,0,0.2368,,0,0.0254,0.0789,,0.174
545,0,,0,0,0.1133,0.1599,,0.2729,0.099,0,,0,0,0,,0
546,0,,0.2287,0.2863,0.2132,0.2891,,0.1211,0.4237,0,,0.1328,0,0,,0.5572
547,0.0811,,0,0,0.1423,0.0369,,0.1316,0.1418,0,,0,0.535,0,,0.0303
548,0,,0,0.14,0.0097,0,,0.2365,0.2382,0,,0,0,0.0464,,0.0086
549,0.1054,,0,0,0.2248,0,,0.185,0.0194,0,,0,0,0.2974,,0
550,0,,0.4599,0.1419,0,0,,0,0,0.1686,,0,0,0,,0
551,0.1256,,0,0,0,0,,0,0,0,,0.0294,0.0063,0.3306,,0.0678
552,0,,0.0587,0.1208,0.0097,0,,0.0152,0,0.0041,,0.0109,0.1869,0,,0
553,0,,0,0.3121,0.0258,0.1022,,0,0,0.1876,,0.0108,0,0.1887,,0
554,0,,0.0125,0.0375,0.0171,0,,0.0674,0,0,,0,0,0.1705,,0
555,0,,0,0.008,0,0,,0,0.5,0.0502,,0.1378,0.133,0.1959,,0
556,0,,0,0,0,0,,0,0.0569,0.1171,,0,0.0063,0,,0
557,0.1155,,0,0.3086,0.0996,0.5,,0,0,0,,0.1584,0,0.2464,,0
558,0,,0,0.0416,0,0,,0,0,0,,0,0,0.5,,0
559,0.2296,,0,0,0,0,,0,0,0.1941,,0,0.189,0,,0
560,0,,0,0,0,0,,0,0,0,,0,0.0951,0,,0
561,0,,0.2661,0,0.0684,0,,0,0.0239,0.4106,,0.2032,0.4918,0.3699,,0.0059
562,0,,0.0081,0.5,0.0318,0,,0,0,0,,0,0,0.2651,,0
563,0,,0,0,0.1109,0.0585,,0.0581,0.1861,0,,0.0947,0.0294,0.5203,,0
564,0,,0.0188,0.0454,0.0677,0,,0,0,0,,0.0109,0.0254,0,,0.3106
565,0,,0.0304,0.0993,0,0,,0,0,0,,0,0.0399,0.3359,,0.1009
566,0.1559,,0,0,0,0,,0,0,0,,0,0,0.5655,,0.1662
567,0,,0.1763,0.008,0.1416,0.1144,,0.2439,0,0.3325,,0,0.0123,0,,0.1053
568,0.3079,,0.0246,0,0.0281,0.0585,,0,0.051,0,,0.2328,0.0063,0.0388,,0.0744
569,0,,0.1005,0,0.1444,0,,0.1834,0.4844,0,,0,0.0063,0,,0.0379
570,0,,0,0.0955,0,0.0181,,0,0.1073,0,,0.0878,0,0,,0.0601
571,0,,0,0.1674,0,0,,0.0214,0,0,,0.3242,0,0.0823,,0
572,0.4791,,0,0,0,0,,0.0853,0,0.0965,,0.0333,0.1168,0,,0.0638
573,0,,0.1044,0,0,0,,0.335,0,0,,0.0904,0,0,,0
574,0,,0.036,0,0,0,,0.0285,0,0.5,,0,0.2315,0.5037,,0
575,0.0246,,0,0,0,0,,0,0,0.0232,,0.0896,0.1037,0.3701,,0.5
576,0.1404,,0,0,0.2588,0.0575,,0,0,0,,0.1048,0,0.5182,,0
577,0,,0.0492,0,0.3672,0,,0.0208,0.0871,0,,0,0.0362,0,,0.037
578,0,,0,0,0.0565,0.1928,,0.0237,0,0.0762,,0,0.2162,0.1463,,0
579,0.0416,,0.0222,0.0276,0,0,,0,0.5,0,,0.0676,0.5,0.2046,,0
580,0.2174,,0.0827,0,0.5,0.0402,,0.013,0.2971,0,,0.044,0.0827,0,,0
